,message,timestamp,username,m_length,datetime
1121,"
Good luck! 
",06/28/2019 10:06 a.m.,bharati.frnds,13,2019-06-28 10:06:00
1122,"
Thanks for tagging! I’ll join today 
",06/28/2019 10:09 a.m.,smogal95,38,2019-06-28 10:09:00
1123,"
Wow, the best day 1 ever 
",06/28/2019 10:09 a.m.,calincan2000,27,2019-06-28 10:09:00
1124,"
Thinking same here.
",06/28/2019 10:22 a.m.,anshutrivedik,21,2019-06-28 10:22:00
1125,"
Day 1: starting my #60daysofudacity pledge today! went through a few videos on lesson 3 and learned through reading great answers on the slack channels
",06/28/2019 10:30 a.m.,cindybarrientos44,153,2019-06-28 10:30:00
1126,"
Day 1: Took the pledge of #60daysofudacity, Started working on my chatbot project on Microsoft Bot for my office work. Will be soon starting the course materials properly since i am #busy_or_overwhelmed  for my office work. Thanks @manishajhunjhunwala7 for tagging me. I would also ask my friends @nirupama.it@johnykrrish to take part in the challenge.
",06/28/2019 10:36 a.m.,debankurrocks,354,2019-06-28 10:36:00
1127,"
@johnykrrish has joined the channel
",06/28/2019 10:36 a.m.,johnykrrish,37,2019-06-28 10:36:00
1128,"
Day 2: Half-way through Lesson 6, learned PATE analysis. Here is an additional reading material that helped me understand it better https://openreview.net/pdf?id=rkZB1XbRZ
here is a summary that I shared in the relevant channelhttps://secureprivataischolar.slack.com/archives/CJS6LLE2J/p1561698354183100
",06/28/2019 10:37 a.m.,grandia3,305,2019-06-28 10:37:00
1129,"
Hurray peers!!  keep rocking:hero: :star-struck:
",06/28/2019 10:37 a.m.,haripoornithra,50,2019-06-28 10:37:00
1130,"
Day 1: Pledged and working on Deep Learning with PyTorch 6/27 - DONE
Day 2: Continuing to work on Deep Learning with PyTorch  6/28
",06/28/2019 10:38 a.m.,hantwin,132,2019-06-28 10:38:00
1131,"
Day 2: revised deep learning with pytorch.
",06/28/2019 10:39 a.m.,oshosingh25,44,2019-06-28 10:39:00
1132,"
@irene.r.k.kameni has joined the channel
",06/28/2019 10:44 a.m.,irene.r.k.kameni,42,2019-06-28 10:44:00
1133,"
@leksiyer has joined the channel
",06/28/2019 10:44 a.m.,leksiyer,34,2019-06-28 10:44:00
1134,"
Hello all, It is still Day 1 (06/27/2019) 10 pm PST. 1) signed the pledge (hope i can go all 60.) 2) I revised Lesson 3 Intro to differential Privacy today. Started working on the code in Colaboratory  3) Joined @mikaelaysanchez, @sarahhelena.barmer, @learn556 as study buddies. 4) Looking to work with @sanskriti.bajaj98 with her project group ( I have requested, waiting for acceptance) 5) My encouragement buddies @ewotawa@khandelwalcibaca and @chocolate.coffee Thank you girls for the tag. Thank you to @ivolinengong and @urvi151197 for the tags, I encourage you girls for Day 2. come on we got this :+1::bananadance::panda_dance: See you for DAY 2. 
",06/28/2019 10:45 a.m.,anjumercian85,656,2019-06-28 10:45:00
1135,"
Day 2: Completed chapter 3, evaluating differential privacy. #60daysofudacity
",06/28/2019 10:48 a.m.,ishita_renu,79,2019-06-28 10:48:00
1136,"
#day1 I signed the pledge and I started Lesson 5 
",06/28/2019 10:48 a.m.,andyswebs,51,2019-06-28 10:48:00
1137,"
@artistritul1995 Don't give up! Go to day two!
",06/28/2019 10:51 a.m.,preriec,48,2019-06-28 10:51:00
1138,"
day 2:
finished lesson 2
continuing with more pytorch in datacamp
talked to potential project partners
arranging for a local meetup
encouraging @sristysangskriti007 and @evonloch to join in.
",06/28/2019 10:56 a.m.,aysha.kamal7,192,2019-06-28 10:56:00
1139,"
@sristysangskriti007 has joined the channel
",06/28/2019 10:57 a.m.,sristysangskriti007,45,2019-06-28 10:57:00
1140,"
@evonloch has joined the channel
",06/28/2019 10:57 a.m.,evonloch,34,2019-06-28 10:57:00
1141,"
Thank you @nagchaudhury_diya for the warm welcome !! Happy Learning 
",06/28/2019 11:02 a.m.,tushtgsingh.05,70,2019-06-28 11:02:00
1142,"
DAY 2: read papers about Differential Privacy#60daysofudacity@sabrinajodexnis@samuela.anastasi
 
so happy :)
",06/28/2019 11:04 a.m.,casabiancadenny,110,2019-06-28 11:04:00
1143,"
Day 2
read the pysyft source code for deeper understanding how the hook works.
I encouraged @roehrl.verena and I want to encourage @maximilian-fiedler
",06/28/2019 11:13 a.m.,meijoker-udacity,152,2019-06-28 11:13:00
1144,"
Day 2: Finished Lesson 2 and reading about Differential Privacy
",06/28/2019 11:14 a.m.,rakshit.naidu07,65,2019-06-28 11:14:00
1145,"
Thanks for inviting @ltruncel. I am already in the challenge and completed Day 1. Hope to have fun along the challenges and encourage more new people. 
",06/28/2019 11:18 a.m.,sankalpdayal5,153,2019-06-28 11:18:00
1146,"
Day 2: (how did I miss day 1?) Starting Lesson 6 on Differential Privacy for Deep Learning.
",06/28/2019 11:20 a.m.,changwenyun,93,2019-06-28 11:20:00
1147,"
Day2/60:
-Revised the previous exercises
-Continued on my 102 flower classifier on production ready
-Done some coding on python
",06/28/2019 11:26 a.m.,shuvamkumar71,129,2019-06-28 11:26:00
1148,"
@casabiancadenny I have already started yesterday hehe. But I want to encourage you for a 60 days of cutting bread challenge - you’re in ?
",06/28/2019 11:28 a.m.,sabrinajodexnis,140,2019-06-28 11:28:00
1149,"
Day 1
Completed lesson 1
",06/28/2019 11:33 a.m.,itsambuja,26,2019-06-28 11:33:00
1150,"
Day 1:
1. Took the #60daysofudacity pledge
2. Completing lesson 1
3. Studying pyTorch form scratch
",06/28/2019 11:36 a.m.,ash15.sulaiman,100,2019-06-28 11:36:00
1151,"
#60daysofudacity
Day 1:
",06/28/2019 11:37 a.m.,goyalmansi1996,25,2019-06-28 11:37:00
1152,"
Day 1 I watched a lecture about Computer Vision at MIT by Lex Fridman  https://www.youtube.com/watch?v=CLOAswsxudo#60daysofudacity  I encouraged @terwey2012 and @amisharawat2103
",06/28/2019 11:39 a.m.,mateusz_zatylny,179,2019-06-28 11:39:00
1153,"
Day 1:
1. I took the #60daysofudacity pledge.
2. Working on completing lesson 2
3. Reading the article 'Which Machine Learning Algorithm Should I Use?' https://blogs.sas.com/content/subconsciousmusings/2017/04/12/machine-learning-algorithm-use/
I am encouraging my friends to continue to Day 2! @gabi29@ahkhalwai55This resource is designed primarily for beginner to intermediate data scientists or analysts who are interested in identifying and applying machine learning algorithms to address the problems of their interest.
",06/28/2019 11:43 a.m.,thegame4020,526,2019-06-28 11:43:00
1154,"
Yay let's have fun together :star-struck: 59 more wonderful days to learn and collaborate :star-struck:
",06/28/2019 11:46 a.m.,sarahhelena.barmer,105,2019-06-28 11:46:00
1155,"
Good Luck!
",06/28/2019 11:52 a.m.,pratikthakare65,12,2019-06-28 11:52:00
1156,"

",06/28/2019 11:52 a.m.,ahkhalwai55,2,2019-06-28 11:52:00
1157,"
Day 2: Finished the third part of the first session of four kaggle SQL summer camps. Working on group project idea and reviewing Federated lessons on Udacity.
",06/28/2019 11:54 a.m.,fridarode00,160,2019-06-28 11:54:00
1158,"
You can write blogs about this 60days of Udacity and participate in this competition! 
Many of you are thinking of starting writing blog. For you its high time to start writing and joining with us! And many has already started writing, participate here and let us know about your awesome blogs! :bunny-stars::bunny-stars::bunny-stars:
Cannt wait to read your blog. :penguin_dance: :penguin_dance: :penguin_dance:
#HappyBloggingHello fellow scholars, we are launching the Blogging Challenge! 
We invite everyone, both beginners and advanced writers to participate in our writing challenge: http://bit.ly/spai-blog-challenge
As part of this challenge, participants will write a medium Blog and share it on the publication. You can choose writing articles for the beginner  or advanced :superman: level.
Rules are in the document.
These articles are intended to use to increase knowledge and have a place where people can use to get more information 
Remember this challenge is optional :hi:. Please let @mhmohona@anjumercian85 or me know if you have any questions. Looking forward to reading your blogs  Good Luck :good-luck:
",06/28/2019 11:57 a.m.,mhmohona,1125,2019-06-28 11:57:00
1159,"
Amazing progress @fridarode00 !
",06/28/2019 12:05 p.m.,jenashubhangi20,33,2019-06-28 12:05:00
1160,"
Keep it up, everyone!!
",06/28/2019 12:17 p.m.,hantwin,24,2019-06-28 12:17:00
1161,"
Day1 (28th June 2019)
1.Took the pledge on 26 June 2019(Posting late Sorry:face_with_rolling_eyes:  busy at that time in marriage)
2.Working on lesson 2
3.Read the Pytorch Documentation for better understanding
4.working on some good kaggle classification problems..
",06/28/2019 12:19 p.m.,piyushpragyan14,268,2019-06-28 12:19:00
1162,"
Day 2:
1. Writing a blog today after postponing it for so long!
2. Finished a module of the kaggle SQL summer camp
3. Read a bit of differential privacy from Cynthia Dwork's book
4. Developing a haarcascade on OpenCV
5. Organizing a meetup in Pune! (Very excited about it too)@electric.blake@bkwapni you guys are probably ahead of the game, but would love to know what you have been working on! Good luck and Cheers to all of you 
",06/28/2019 12:26 p.m.,srivastava41099,432,2019-06-28 12:26:00
1163,"
@mhmohona@anjumercian85 can we share blogs that we have already written?
",06/28/2019 12:27 p.m.,aisha.jv70,74,2019-06-28 12:27:00
1164,"
If that blog is related to Secure and AI challenge, then it can be shared.
",06/28/2019 12:29 p.m.,mhmohona,76,2019-06-28 12:29:00
1165,"
Day 1:
Pledged to the #60daysofudacity challenge and started learning Lesson 2. I'm also looking for interesting projects to take part in on DeepLearning. 
",06/28/2019 12:29 p.m.,himanshunailwal.rhce,157,2019-06-28 12:29:00
1166,"
Day 1:
1. Started wth Lesson 6: Federated Learning
2. Finished Day 3 on Kaggle SQL Summer Camp
3. Read a Medium post on Federated Learning (https://towardsdatascience.com/the-new-dawn-of-ai-federated-learning-8ccd9ed7fc3a)Decentralized and Democratized AI, with Privacy by DesignReading time5 min read
",06/28/2019 12:29 p.m.,prthsharma753,303,2019-06-28 12:29:00
1167,"
Day 1! Let's do this! I got up and did some videos of lesson 6, started researching for an eventual project and also did some work for my new job! To be fair, I will generate random letters every day to encourage my fellow students  So @gxdril and @skpalivela777 how's it going? you ready to rumble?
",06/28/2019 12:31 p.m.,tobiwipf,301,2019-06-28 12:31:00
1168,"
day 2: completed lesson 3, woohoo! finally back to basic python
i'll encourage @ewotawa@khandelwalcibaca thanks for @anjumercian85 for the tag!
",06/28/2019 12:36 p.m.,chocolate.coffee,145,2019-06-28 12:36:00
1169,"
Hey @fridarode00! First, congratulations for your progress  . Then second, your opinion about the sql summer camps interests me. How good is it? Is there something new compared to datacamp, for instance, or some innovative chapters? Or is it project and practice oriented?
I registered too, but with an opportunist behaviour because it is free (not very proud of that behaviour) and didn't begin it because I'm on too many things. I'd appreciate your opinion a lot
",06/28/2019 12:39 p.m.,nicolas0dupuy,466,2019-06-28 12:39:00
1170,"
Day 2: started learning basics of python
",06/28/2019 12:41 p.m.,hardidevre2407,42,2019-06-28 12:41:00
1171,"
Day 2: -Understood the theoretical concepts and differences between local and global differential privacy. Tmr it will be time to put that into practice and play around with python!
",06/28/2019 12:42 p.m.,maximilian-fiedler,183,2019-06-28 12:42:00
1172,"
Day 2:
1) Started Lesson 8
2) Reading these papers on Federated learning:https://arxiv.org/abs/1610.05492https://arxiv.org/abs/1902.01046
3) Encouraging @akueisara39 and @moaaztaha7 :panda_dance:Federated Learning is a machine learning setting where the goal is to train a high-quality centralized model while training data remains distributed over a large number of clients each with...Federated Learning is a distributed machine learning approach which enables model training on a large corpus of decentralized data. We have built a scalable production system for Federated...
",06/28/2019 12:43 p.m.,mary.romanenko,580,2019-06-28 12:43:00
1173,"
@akueisara39 has joined the channel
",06/28/2019 12:43 p.m.,akueisara39,37,2019-06-28 12:43:00
1174,"
@moaaztaha7 has joined the channel
",06/28/2019 12:43 p.m.,moaaztaha7,36,2019-06-28 12:43:00
1175,"
As I am new with Pytorch too, I wish you all the best for your learning  . I feel it's like learning a bicycle. We fall a lot of time, and then suddenly, here we go we are ridding! I'm in that part where you ride, but still are in trouble when you have to turn 
",06/28/2019 12:44 p.m.,nicolas0dupuy,263,2019-06-28 12:44:00
1176,"
That's a very lame question to ask, but should we also post our every day's success on LinkedIn?
",06/28/2019 12:45 p.m.,tanish.1557,98,2019-06-28 12:45:00
1177,"
That's completly up to you!
 
It does not affect your course participation though,
",06/28/2019 12:46 p.m.,maximilian-fiedler,84,2019-06-28 12:46:00
1178,"
Day 2:
1) Checking the word analogies from Word2Vec model and preparing simple ontologies pipelines for verbs and adjectives.
2) GloVe is training on wikipedia data, I hope it is done by tomorrow morning.
3) Word2vec + Glove model implemented, but not sure if functional. Tonight I'll try it out.
",06/28/2019 12:46 p.m.,ilbertofjunior,298,2019-06-28 12:46:00
1179,"
day 2:
1) Being more comfortable with pysyft from tutorials given in their git repo

",06/28/2019 12:49 p.m.,sushil79g,86,2019-06-28 12:49:00
1180,"
@nicolas0dupuy Three part answer. It is good. The kaggle learn has like 10 different free lessons. This is the SQL lesson that is  being enhanced by a live YouTube cast per the first three sessions. The videos are listed to watch later.  It is SQL but using kaggle notebook kernel that is connected to Google big query. Big query has large datasets that you can connect to with your kernel by adding it from the list of kaggle datasets. Cross listed showing what sets are big query connectable. So this can be used with the kaggle GPU to acquire datasets and splice them for train, test and validation sample batches.
",06/28/2019 12:49 p.m.,fridarode00,619,2019-06-28 12:49:00
1181,"
DAY 1:
-I took the pledge 
-Completed lesson till 2.14! by training the network!
-I would like to encourage @amit.pinaki and  @abhisheklalwani96 to be onboard:handshake: :motorway: 
",06/28/2019 12:50 p.m.,atulawasthi1299,183,2019-06-28 12:50:00
1182,"
Day1:
- Completed Lesson 3 with code and setup pysysft using conda on my local machine for local dev so I can starting coding whenever I feel like it .
- Talked with people to organize another meetup in lahore this Saturday .
",06/28/2019 12:54 p.m.,eagle_phoenix2,227,2019-06-28 12:54:00
1183,"
https://secureprivataischolar.slack.com/archives/CKRQP9ZLL/p1561706437336400
",06/28/2019 12:54 p.m.,atulawasthi1299,78,2019-06-28 12:54:00
1184,"
I'm not sure if we are to keep encouraging the same two people? But today I will encourage @jenashubhangi20  and @nicolas0dupuy
",06/28/2019 12:56 p.m.,fridarode00,129,2019-06-28 12:56:00
1185,"
Welcome there @cindybarrientos44
",06/28/2019 12:56 p.m.,nicolas0dupuy,34,2019-06-28 12:56:00
1186,"
@ashish958702 has joined the channel
",06/28/2019 1:01 p.m.,ashish958702,38,2019-06-28 13:01:00
1187,"
@xiongdulin has joined the channel
",06/28/2019 1:01 p.m.,xiongdulin,36,2019-06-28 13:01:00
1188,"
@felipedamasceno97 has joined the channel
",06/28/2019 1:01 p.m.,felipedamasceno97,43,2019-06-28 13:01:00
1189,"
@rkt2u has joined the channel
",06/28/2019 1:01 p.m.,rkt2u,31,2019-06-28 13:01:00
1190,"
@prathmesh.dali has joined the channel
",06/28/2019 1:01 p.m.,prathmesh.dali,40,2019-06-28 13:01:00
1191,"
@sabrinassantos.silva has joined the channel
",06/28/2019 1:01 p.m.,sabrinassantos.silva,46,2019-06-28 13:01:00
1192,"
@saurabhdaalia98 has joined the channel
",06/28/2019 1:01 p.m.,saurabhdaalia98,41,2019-06-28 13:01:00
1193,"
@shrey.dabhi23 has joined the channel
",06/28/2019 1:01 p.m.,shrey.dabhi23,39,2019-06-28 13:01:00
1194,"
@akila.wajirasena has joined the channel
",06/28/2019 1:01 p.m.,akila.wajirasena,42,2019-06-28 13:01:00
1195,"
@damanishubham92 has joined the channel
",06/28/2019 1:01 p.m.,damanishubham92,41,2019-06-28 13:01:00
